Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis
BHNV-01828,Tamil Nadu,Salem,Industrial Corridor,86.59,52.31,123,19,2021-09-10,2023-08-19,2023-01-24,2026-03-19,2027-03-05,2027-11-16,349.86,10.19,Pending,100.0,4,Pending,1512,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01829,Odisha,Bhubaneswar,National Highway,30.95,17.9,51,7,2024-08-26,2026-08-26,2025-01-31,2026-06-06,2027-08-21,2027-10-25,114.63,1.81,Partially paid,99.9,1,Pending,516,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01830,Odisha,Sambalpur,Renewable Energy,67.06,39.83,123,33,2024-12-17,2025-03-05,2025-05-18,2030-07-14,2031-02-22,2032-05-06,193.12,12.83,Partially paid,100.0,1,Pending,1574,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01831,Uttar Pradesh,Lucknow,Railway,32.31,17.75,63,9,2020-09-09,2021-01-23,2023-12-10,2021-06-25,2022-02-09,2022-06-30,112.1,2.4,Partially paid,100.0,2,Pending,0,14,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01832,Odisha,Puri,National Highway,10.75,6.15,13,1,2025-03-18,2025-07-18,2027-03-20,2026-03-28,2027-06-08,2027-10-03,10.59,0.31,Pending,91.1,0,Pending,305,42,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01833,Karnataka,Bengaluru Urban,Railway,38.35,37.35,59,12,2023-07-26,2025-05-21,2026-12-19,2028-01-24,2028-04-20,2029-08-24,59.56,1.77,Partially paid,100.0,2,Substantially complete,1366,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01834,Madhya Pradesh,Gwalior,Irrigation,11.08,3.27,22,6,2018-01-22,2020-05-29,2019-02-11,2023-05-31,2024-03-14,2024-11-12,34.33,2.17,Pending,96.4,2,Pending,1748,70,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01835,Uttar Pradesh,Prayagraj,Renewable Energy,310.79,262.39,578,101,2018-10-13,2019-03-31,2019-02-07,2024-11-03,2025-07-08,2027-07-15,797.69,63.69,Partially paid,85.2,24,Partial possession,2185,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01836,Uttar Pradesh,Kanpur Nagar,Renewable Energy,21.45,11.97,42,6,2016-04-24,2017-04-02,2019-05-27,2020-05-22,2020-07-16,2021-10-09,65.15,1.97,Partially paid,100.0,1,Pending,862,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01837,Rajasthan,Alwar,Irrigation,57.11,48.23,92,13,2023-08-01,2023-09-10,2027-09-24,2025-07-04,2026-05-03,2027-06-06,64.49,6.42,Mostly paid,100.0,1,Partial possession,305,30,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01838,Gujarat,Ahmedabad,Renewable Energy,29.59,17.25,56,9,2019-05-30,2020-09-18,2020-02-13,2022-07-28,2024-02-17,2024-05-26,95.1,4.46,Partially paid,100.0,0,Pending,792,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01839,Gujarat,Ahmedabad,Irrigation,8.73,6.49,24,5,2022-02-07,2023-04-07,2022-10-06,2026-03-18,2026-12-27,2028-01-04,32.94,1.48,Partially paid,91.6,0,Partial possession,1385,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01840,Karnataka,Mysuru,National Highway,4.49,1.51,13,2,2023-09-19,2025-03-06,2025-01-27,2030-02-21,2031-05-20,2031-06-30,12.67,0.34,Pending,90.6,0,Pending,2165,70,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01841,Tamil Nadu,Coimbatore,Urban Development,63.37,29.13,131,25,2017-04-13,2018-05-25,2020-05-28,2021-11-03,2022-09-27,2022-12-22,134.5,3.36,Pending,100.0,3,Pending,1174,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01842,Maharashtra,Thane,Railway,141.08,139.54,248,43,2017-03-01,2018-03-26,2019-01-09,2018-11-15,2020-04-22,2020-08-09,204.03,15.88,Mostly paid,100.0,3,Substantially complete,644,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01843,Maharashtra,Aurangabad,Irrigation,14.37,9.77,34,5,2020-04-24,2022-04-06,2023-09-13,2026-01-20,2027-03-04,2028-10-26,25.6,3.39,Partially paid,100.0,1,Partial possession,2581,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01844,Bihar,Muzaffarpur,Railway,5.72,3.76,14,2,2021-02-08,2022-09-08,2022-11-03,2024-07-15,2024-08-26,2025-11-09,15.63,0.4,Partially paid,90.4,0,Partial possession,536,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01845,Karnataka,Mangaluru,National Highway,21.65,15.88,28,5,2018-04-13,2020-02-13,2021-01-17,2021-04-22,2022-01-31,2022-02-20,37.79,1.14,Pending,100.0,0,Partial possession,492,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01846,Uttar Pradesh,Prayagraj,Urban Development,11.74,6.75,22,5,2024-07-28,2026-12-29,2026-02-08,2030-04-14,2031-08-08,2031-11-20,43.18,1.03,Pending,73.6,0,Pending,1573,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01847,Karnataka,Mysuru,National Highway,15.64,13.27,28,4,2021-07-21,2023-03-15,2022-08-10,2023-11-18,2024-02-14,2025-10-12,20.14,2.13,Partially paid,96.9,1,Partial possession,453,44,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01848,Karnataka,Mysuru,Renewable Energy,55.17,30.91,87,19,2022-12-07,2025-04-30,2026-01-08,2026-03-18,2026-12-03,2027-07-27,149.55,2.12,Pending,84.8,2,Pending,732,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01849,Karnataka,Bengaluru Urban,Railway,28.49,25.22,47,10,2016-01-11,2017-08-23,2016-08-26,2021-11-06,2023-01-04,2024-09-04,75.07,4.98,Partially paid,100.0,1,Partial possession,2480,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01850,Gujarat,Surat,Urban Development,13.07,8.61,22,3,2019-11-09,2021-01-07,2022-09-29,2023-09-19,2025-02-12,2026-10-13,17.17,1.48,Partially paid,98.9,2,Partial possession,1464,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01851,Karnataka,Bengaluru Urban,Renewable Energy,53.97,36.08,97,25,2025-07-13,2026-02-13,2027-08-22,2032-01-25,2033-04-01,2033-09-14,241.86,6.65,Pending,92.6,0,Partial possession,2239,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01852,Madhya Pradesh,Jabalpur,Urban Development,58.37,28.36,86,17,2021-09-20,2022-05-28,2023-05-11,2023-04-11,2023-11-22,2025-06-15,224.47,4.53,Pending,100.0,0,Pending,365,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01853,Maharashtra,Nashik,Renewable Energy,21.39,20.04,39,7,2020-09-21,2022-03-22,2021-10-01,2026-11-16,2027-07-11,2028-02-22,47.7,1.61,Partially paid,99.3,1,Substantially complete,1894,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01854,Bihar,Muzaffarpur,National Highway,34.4,24.02,48,6,2021-12-10,2022-11-04,2025-03-30,2023-03-13,2024-03-21,2025-11-08,114.69,2.71,Pending,85.9,3,Partial possession,496,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01855,Madhya Pradesh,Jabalpur,Irrigation,50.43,26.29,80,15,2023-07-11,2024-01-31,2026-12-03,2028-07-20,2030-03-08,2030-12-10,174.05,8.91,Partially paid,100.0,4,Pending,1977,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01856,Bihar,Gaya,Railway,45.88,40.66,80,11,2022-04-18,2024-07-16,2022-08-24,2027-02-18,2027-03-24,2028-04-23,147.24,2.35,Partially paid,100.0,3,Partial possession,1077,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01857,Rajasthan,Jaipur,Industrial Corridor,31.21,18.13,42,7,2018-08-30,2019-10-04,2021-09-07,2022-05-05,2023-07-16,2025-02-19,74.91,1.1,Pending,78.4,0,Pending,1497,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01858,Bihar,Patna,Industrial Corridor,125.54,104.74,217,36,2017-08-26,2020-02-07,2021-09-15,2018-03-31,2018-08-13,2018-10-23,511.56,6.82,Mostly paid,100.0,7,Partial possession,0,6,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01859,Maharashtra,Nagpur,National Highway,53.66,39.07,102,17,2025-09-25,2027-03-17,2027-10-14,2029-12-05,2030-06-10,2031-08-24,196.11,9.97,Partially paid,96.1,4,Partial possession,1492,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01860,Maharashtra,Nashik,Railway,19.09,13.73,47,8,2016-07-31,2017-03-21,2020-02-01,2022-05-04,2022-06-21,2024-03-19,53.56,1.17,Partially paid,100.0,0,Partial possession,2221,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01861,Karnataka,Mangaluru,Railway,19.21,14.5,38,9,2022-05-04,2024-01-31,2022-09-11,2027-06-03,2027-08-27,2028-01-30,15.55,2.03,Partially paid,100.0,0,Partial possession,1047,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01862,West Bengal,Hooghly,National Highway,17.15,13.36,26,5,2024-05-11,2025-03-18,2026-12-09,2025-03-16,2026-09-26,2028-04-30,27.89,1.62,Partially paid,91.1,0,Partial possession,296,33,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01863,Rajasthan,Jaipur,Railway,56.38,27.13,112,18,2023-07-17,2025-05-23,2027-05-26,2024-12-28,2026-06-30,2027-12-20,151.25,7.92,Pending,100.0,3,Pending,773,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01864,Uttar Pradesh,Varanasi,Irrigation,16.07,8.71,30,5,2017-06-23,2018-09-11,2018-09-01,2022-05-24,2022-06-21,2022-07-20,66.31,0.61,Pending,95.1,0,Pending,824,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01865,Odisha,Bhubaneswar,National Highway,19.59,13.95,39,6,2017-12-06,2018-02-06,2019-10-06,2021-01-24,2021-12-10,2022-01-01,61.24,2.68,Partially paid,100.0,0,Partial possession,936,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01866,Bihar,Gaya,Irrigation,86.32,53.27,170,31,2024-05-16,2024-09-04,2025-07-02,2028-06-11,2029-12-25,2030-08-27,202.51,6.71,Pending,93.5,1,Pending,1350,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01867,West Bengal,Howrah,Railway,36.29,32.64,57,8,2020-10-24,2022-03-20,2022-09-22,2022-02-03,2022-11-15,2023-06-03,35.47,1.7,Partially paid,100.0,1,Partial possession,0,5,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01868,Karnataka,Bengaluru Urban,National Highway,99.34,89.64,166,28,2023-04-20,2023-10-14,2026-09-17,2025-01-13,2025-03-21,2025-05-27,299.01,12.17,Mostly paid,100.0,3,Substantially complete,0,3,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01869,Gujarat,Surat,Railway,66.56,61.55,111,20,2020-08-11,2022-05-09,2023-04-02,2026-09-24,2028-02-14,2028-07-14,139.63,10.48,Mostly paid,76.4,2,Substantially complete,2255,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01870,Uttar Pradesh,Kanpur Nagar,National Highway,9.24,9.06,20,4,2019-03-04,2020-08-09,2020-06-16,2025-01-12,2026-08-09,2027-02-13,25.76,2.27,Mostly paid,92.8,0,Substantially complete,1995,46,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01871,Tamil Nadu,Chennai,Railway,27.05,13.65,42,9,2017-05-12,2017-11-27,2019-11-02,2022-04-29,2023-08-19,2024-04-08,98.35,4.67,Pending,96.8,1,Pending,1689,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01872,West Bengal,Kolkata,Irrigation,80.64,59.65,144,22,2024-05-26,2026-06-17,2025-07-13,2026-11-30,2028-05-20,2029-02-21,304.32,8.63,Pending,84.5,1,Partial possession,952,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01873,Gujarat,Rajkot,Irrigation,8.83,8.34,16,5,2018-02-20,2020-02-22,2018-06-27,2020-09-17,2021-08-21,2022-05-17,35.3,1.45,Mostly paid,96.5,1,Substantially complete,643,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01874,Rajasthan,Ajmer,Railway,45.59,19.8,77,12,2021-03-24,2021-04-29,2024-09-22,2026-02-25,2027-08-17,2028-05-27,143.76,6.9,Pending,100.0,1,Pending,2000,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01875,Karnataka,Mangaluru,National Highway,28.81,25.93,51,8,2016-05-05,2017-06-18,2019-04-05,2020-08-01,2021-11-01,2023-06-25,119.58,3.12,Partially paid,100.0,0,Substantially complete,1461,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01876,Uttar Pradesh,Prayagraj,Industrial Corridor,5.18,4.96,9,2,2025-05-23,2027-09-25,2029-02-04,2030-04-17,2031-01-07,2031-09-02,17.38,0.27,Mostly paid,100.0,0,Substantially complete,1334,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01877,Uttar Pradesh,Kanpur Nagar,Irrigation,33.77,31.79,47,11,2020-03-06,2022-08-06,2023-04-09,2022-12-05,2023-05-28,2025-02-04,124.97,2.74,Mostly paid,100.0,1,Substantially complete,608,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01878,Uttar Pradesh,Kanpur Nagar,Irrigation,12.97,11.69,26,4,2018-04-20,2019-07-27,2019-11-13,2019-12-27,2020-02-15,2020-07-12,43.27,3.1,Partially paid,100.0,1,Substantially complete,276,29,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01879,Rajasthan,Jaipur,Renewable Energy,9.32,5.83,16,4,2018-09-09,2018-11-11,2022-08-20,2021-08-25,2022-03-25,2022-09-18,37.52,1.21,Partially paid,100.0,0,Pending,896,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01880,Bihar,Patna,Industrial Corridor,30.24,14.09,61,15,2019-09-03,2021-04-17,2023-05-13,2022-05-20,2023-08-27,2025-08-20,49.13,3.3,Pending,89.3,0,Pending,1118,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01881,Tamil Nadu,Madurai,Railway,4.35,3.14,9,2,2016-01-12,2017-11-03,2019-03-13,2021-12-26,2023-01-22,2025-01-06,15.71,0.85,Partially paid,96.0,0,Partial possession,2566,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01882,Rajasthan,Ajmer,National Highway,15.27,12.34,27,2,2020-02-09,2020-07-25,2020-08-15,2025-05-19,2026-02-03,2026-05-01,18.84,2.39,Partially paid,100.0,0,Partial possession,1528,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01883,Odisha,Cuttack,Renewable Energy,384.2,244.84,637,136,2019-08-10,2020-09-09,2023-08-06,2025-06-06,2026-07-18,2028-07-19,438.13,49.61,Partially paid,100.0,18,Pending,2349,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01884,Tamil Nadu,Salem,Railway,57.41,25.1,107,13,2020-01-03,2020-05-17,2020-05-21,2025-07-03,2026-02-06,2027-08-17,150.36,8.96,Pending,100.0,2,Pending,2081,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01885,Maharashtra,Thane,Urban Development,12.41,10.37,13,2,2021-01-04,2023-04-07,2023-02-23,2026-01-08,2026-03-07,2027-12-12,23.71,1.02,Partially paid,100.0,0,Partial possession,1378,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01886,Karnataka,Bengaluru Urban,Irrigation,122.02,77.77,223,38,2017-05-30,2017-07-30,2018-09-16,2023-10-23,2024-09-16,2026-01-27,351.96,25.78,Partially paid,95.5,6,Pending,2146,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01887,Rajasthan,Jaipur,Urban Development,11.11,7.27,14,3,2025-06-24,2027-04-20,2029-05-15,2029-01-12,2030-03-10,2032-01-24,36.75,0.99,Partially paid,88.7,0,Partial possession,1293,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01888,Gujarat,Vadodara,Irrigation,17.22,15.9,31,4,2022-06-21,2024-06-01,2025-06-22,2026-07-20,2027-02-25,2027-11-21,28.21,2.45,Mostly paid,70.6,2,Substantially complete,1184,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01889,Tamil Nadu,Coimbatore,Irrigation,9.5,7.45,17,4,2020-08-30,2022-03-06,2022-01-04,2026-04-05,2026-12-16,2029-01-25,32.2,1.14,Partially paid,100.0,2,Partial possession,2121,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01890,Odisha,Cuttack,Urban Development,38.71,33.15,55,13,2024-06-06,2024-12-20,2027-07-22,2026-02-21,2026-04-17,2028-01-09,173.54,4.4,Mostly paid,88.2,2,Partial possession,585,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01891,Maharashtra,Pune,Urban Development,117.76,81.41,195,30,2025-10-19,2028-03-21,2026-06-07,2028-10-05,2029-10-17,2030-05-17,425.33,21.27,Partially paid,100.0,3,Partial possession,1069,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01892,Bihar,Gaya,Railway,11.03,10.02,24,6,2019-02-21,2019-06-08,2020-03-16,2024-09-19,2025-01-06,2026-03-23,15.92,1.3,Mostly paid,100.0,1,Substantially complete,1996,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01893,Gujarat,Ahmedabad,Renewable Energy,3.82,1.6,9,1,2025-06-05,2027-01-01,2027-11-27,2028-02-15,2029-08-22,2031-01-11,12.01,0.63,Pending,100.0,0,Pending,1190,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01894,Tamil Nadu,Salem,Renewable Energy,89.21,70.91,166,27,2022-06-19,2023-02-12,2023-04-23,2024-06-22,2024-11-27,2026-09-04,74.5,10.77,Partially paid,96.3,4,Partial possession,340,38,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01895,Karnataka,Bengaluru Urban,Urban Development,141.71,111.37,260,45,2024-11-30,2027-04-16,2026-01-30,2029-12-08,2030-02-19,2030-05-26,359.65,15.55,Partially paid,100.0,3,Partial possession,1358,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01896,Gujarat,Surat,Railway,4.08,3.26,3,1,2023-02-07,2024-04-22,2026-02-02,2024-06-05,2025-11-10,2026-09-28,11.31,0.31,Partially paid,100.0,0,Partial possession,563,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01897,Maharashtra,Pune,Renewable Energy,47.47,44.7,87,14,2020-03-28,2020-05-04,2021-11-20,2023-11-17,2025-04-27,2027-07-02,208.76,3.76,Partially paid,100.0,2,Substantially complete,2034,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01898,Gujarat,Vadodara,Railway,37.58,28.53,72,14,2021-09-17,2023-10-23,2022-09-30,2023-08-21,2023-09-26,2025-09-08,132.57,5.04,Partially paid,100.0,0,Partial possession,450,44,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01899,Madhya Pradesh,Gwalior,Railway,13.63,11.0,21,2,2024-08-21,2025-05-04,2028-10-04,2025-04-23,2025-11-27,2026-12-20,46.51,2.36,Partially paid,100.0,0,Partial possession,88,16,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01900,West Bengal,Hooghly,Irrigation,7.43,6.34,20,3,2024-06-19,2025-01-09,2026-11-23,2029-01-14,2030-05-14,2031-12-13,20.58,0.72,Partially paid,100.0,1,Partial possession,1958,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01901,Bihar,Muzaffarpur,Renewable Energy,80.78,54.5,152,43,2022-04-19,2022-08-07,2025-04-29,2026-01-15,2026-11-09,2028-02-25,218.01,3.11,Partially paid,97.0,4,Partial possession,1580,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01902,Maharashtra,Aurangabad,Renewable Energy,35.84,31.61,65,9,2022-06-08,2024-09-08,2025-04-24,2024-06-13,2025-07-04,2026-12-01,160.23,3.02,Partially paid,97.2,4,Partial possession,791,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01903,Gujarat,Vadodara,Irrigation,38.65,30.94,46,13,2018-09-05,2018-11-30,2022-08-07,2019-05-24,2020-10-17,2021-10-23,33.96,5.16,Mostly paid,100.0,1,Partial possession,0,5,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01904,West Bengal,Kolkata,Urban Development,16.09,8.51,22,6,2022-04-24,2022-10-05,2023-05-05,2027-09-10,2028-08-21,2029-06-27,30.92,0.63,Pending,95.2,1,Pending,1936,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01905,West Bengal,Hooghly,Irrigation,13.44,12.09,21,7,2024-05-05,2025-01-27,2027-08-17,2027-12-01,2028-01-11,2029-08-27,17.4,0.71,Partially paid,82.2,2,Partial possession,1326,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01906,Gujarat,Ahmedabad,Renewable Energy,2.57,2.47,5,0,2023-02-02,2024-06-17,2024-03-05,2024-03-18,2024-08-08,2025-06-18,5.05,0.26,Mostly paid,99.7,0,Substantially complete,6,2,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01907,Karnataka,Mysuru,Renewable Energy,23.85,19.96,47,6,2021-06-29,2022-03-02,2025-08-08,2023-12-24,2025-01-21,2026-11-12,59.99,4.56,Partially paid,83.5,1,Partial possession,1227,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01908,Madhya Pradesh,Indore,Urban Development,126.32,82.92,237,35,2023-05-11,2025-06-17,2024-10-24,2029-06-15,2030-11-18,2031-11-10,260.87,22.55,Partially paid,70.6,5,Partial possession,2164,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01909,Rajasthan,Jodhpur,Irrigation,12.3,10.25,19,4,2021-01-20,2021-03-16,2024-02-03,2022-08-19,2022-12-06,2023-04-19,53.65,0.55,Partially paid,69.6,0,Partial possession,0,11,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01910,Madhya Pradesh,Ujjain,National Highway,6.54,4.55,16,1,2023-02-12,2023-09-16,2026-07-01,2026-11-28,2028-07-12,2030-02-15,21.7,1.81,Partially paid,100.0,0,Partial possession,1798,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01911,Gujarat,Surat,National Highway,46.32,36.05,77,17,2022-11-13,2024-09-02,2026-02-20,2029-02-20,2029-08-30,2030-03-18,161.83,3.38,Partially paid,100.0,1,Partial possession,2132,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01912,Bihar,Gaya,Urban Development,55.71,38.03,89,14,2016-08-11,2018-08-19,2017-10-01,2019-04-24,2020-08-23,2022-04-13,197.57,4.28,Partially paid,100.0,1,Partial possession,1221,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01913,Rajasthan,Kota,Irrigation,16.68,6.02,40,5,2021-11-09,2022-04-03,2024-12-27,2024-05-29,2025-10-11,2026-04-01,68.84,2.35,Pending,97.5,2,Pending,688,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01914,Maharashtra,Aurangabad,Irrigation,21.14,15.93,35,6,2016-10-06,2019-01-28,2020-05-09,2019-12-17,2020-10-01,2021-05-31,76.98,2.92,Partially paid,80.5,1,Partial possession,1186,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01915,Madhya Pradesh,Jabalpur,Railway,39.01,36.97,72,9,2019-04-08,2021-01-10,2019-11-14,2021-03-29,2022-06-09,2023-04-27,33.55,5.19,Mostly paid,91.5,2,Substantially complete,587,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01916,Gujarat,Ahmedabad,Renewable Energy,25.65,14.91,52,8,2020-12-24,2021-07-04,2024-12-28,2027-06-09,2028-12-05,2029-08-10,45.33,5.87,Partially paid,100.0,1,Pending,2120,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01917,Madhya Pradesh,Gwalior,Industrial Corridor,81.46,70.6,127,21,2020-10-23,2022-01-09,2022-11-14,2024-04-23,2025-03-23,2025-04-17,363.29,9.71,Partially paid,100.0,3,Partial possession,925,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01918,Rajasthan,Ajmer,Urban Development,342.83,271.46,624,113,2021-08-07,2022-03-02,2022-09-14,2023-07-31,2023-10-11,2024-04-17,1101.46,65.96,Partially paid,94.0,13,Partial possession,215,30,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01919,Odisha,Bhubaneswar,Industrial Corridor,5.42,4.73,6,1,2016-09-04,2017-07-10,2019-07-06,2023-03-25,2024-01-06,2026-03-03,5.7,0.17,Mostly paid,100.0,1,Partial possession,2928,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01920,Tamil Nadu,Chennai,Industrial Corridor,102.49,95.31,181,33,2019-10-16,2022-01-20,2024-02-02,2021-08-13,2022-03-13,2023-12-30,258.95,19.11,Mostly paid,98.3,3,Substantially complete,390,36,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01921,Madhya Pradesh,Gwalior,Urban Development,33.29,24.43,65,13,2019-10-04,2020-06-01,2022-01-01,2024-08-22,2024-11-23,2024-12-09,147.44,2.59,Partially paid,100.0,2,Partial possession,1213,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01922,Maharashtra,Aurangabad,Irrigation,120.09,80.78,221,42,2023-12-23,2024-03-15,2025-08-09,2027-11-02,2027-12-27,2030-02-09,537.22,12.43,Partially paid,100.0,3,Partial possession,1476,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01923,Maharashtra,Nashik,Urban Development,61.83,47.4,128,28,2025-08-07,2025-11-11,2026-05-18,2031-08-02,2032-04-17,2034-04-13,148.4,6.65,Partially paid,100.0,2,Partial possession,2566,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01924,Uttar Pradesh,Kanpur Nagar,Industrial Corridor,31.85,26.99,53,7,2025-07-09,2027-02-02,2028-03-22,2030-11-08,2030-12-15,2031-06-29,130.72,2.85,Mostly paid,94.1,2,Partial possession,1195,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01925,Madhya Pradesh,Jabalpur,Renewable Energy,64.07,25.55,128,28,2021-10-26,2023-12-27,2024-04-20,2024-06-09,2025-02-14,2026-02-13,191.59,14.32,Pending,93.2,4,Pending,668,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems
