Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-01665,Odisha,Sambalpur,Industrial Corridor,48.86,25.86,75,12,2025-06-13,2026-01-28,2026-05-06,2027-08-22,2028-03-10,2029-09-09,39.93,5.11,Pending,97.9,1,Pending,729,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01669,Rajasthan,Ajmer,Industrial Corridor,11.98,8.45,26,5,2023-09-16,2025-09-19,2028-01-12,2029-11-20,2030-10-30,2032-10-17,21.45,3.05,Partially paid,100.0,1,Partial possession,2764,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01670,Maharashtra,Thane,Railway,58.55,41.3,109,20,2022-05-31,2022-12-13,2023-04-19,2027-03-20,2027-08-06,2028-11-20,242.23,10.21,Partially paid,89.7,2,Partial possession,1674,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01672,Maharashtra,Nashik,National Highway,36.53,29.38,65,20,2016-09-16,2017-06-23,2017-09-07,2018-05-09,2019-04-08,2020-03-23,138.6,6.97,Partially paid,100.0,2,Partial possession,705,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01673,Rajasthan,Kota,Irrigation,48.4,30.5,82,17,2025-06-17,2026-04-22,2027-02-21,2029-05-31,2030-10-02,2031-04-01,108.98,1.85,Pending,82.4,6,Pending,1331,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01676,Odisha,Bhubaneswar,Irrigation,25.75,16.89,48,5,2016-11-11,2018-12-13,2020-12-30,2021-04-22,2022-04-05,2023-08-30,43.4,1.12,Partially paid,82.2,1,Partial possession,1842,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01677,Karnataka,Mysuru,Irrigation,50.55,45.66,116,21,2018-01-15,2019-08-02,2020-03-25,2021-09-12,2021-12-06,2022-05-17,49.9,11.09,Mostly paid,93.9,4,Substantially complete,487,45,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01678,Rajasthan,Ajmer,Urban Development,26.36,22.91,43,12,2017-12-19,2019-12-19,2020-09-24,2022-07-21,2023-11-12,2024-01-01,88.92,5.12,Partially paid,100.0,1,Partial possession,1302,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01679,Tamil Nadu,Madurai,Irrigation,66.74,61.45,120,27,2019-01-05,2020-03-20,2021-03-13,2023-11-18,2024-12-12,2026-02-06,103.86,9.52,Mostly paid,95.3,2,Substantially complete,1501,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01683,Uttar Pradesh,Varanasi,Industrial Corridor,37.41,19.83,61,10,2017-04-05,2018-07-21,2019-03-20,2020-12-10,2021-12-17,2022-11-04,31.68,4.7,Pending,83.7,1,Pending,1324,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01684,West Bengal,Kolkata,Industrial Corridor,19.85,19.35,38,3,2024-07-24,2025-03-20,2025-06-20,2029-03-03,2029-06-06,2031-03-24,39.16,3.75,Partially paid,100.0,0,Substantially complete,1457,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01685,Uttar Pradesh,Lucknow,Industrial Corridor,84.25,34.41,148,27,2023-10-25,2025-05-23,2026-06-17,2027-05-25,2028-03-09,2028-11-18,236.12,9.2,Pending,77.8,6,Pending,789,70,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01686,Gujarat,Rajkot,Renewable Energy,15.05,8.81,27,5,2019-01-09,2021-01-17,2022-07-01,2024-01-24,2025-07-31,2026-08-16,48.51,1.67,Partially paid,75.9,0,Pending,1601,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01688,Odisha,Bhubaneswar,Irrigation,2.0,1.67,7,0,2024-11-21,2026-04-05,2028-05-26,2031-04-25,2032-06-04,2034-02-25,7.77,0.59,Mostly paid,96.6,0,Partial possession,2474,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01689,Madhya Pradesh,Indore,Urban Development,17.22,12.14,32,4,2023-10-11,2025-09-25,2026-09-04,2028-07-20,2030-02-21,2030-08-21,20.83,3.13,Partially paid,100.0,0,Partial possession,1332,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01695,Uttar Pradesh,Agra,Irrigation,17.98,11.74,33,6,2022-07-20,2023-12-08,2024-09-01,2025-06-03,2026-04-11,2026-10-13,56.12,3.41,Partially paid,100.0,2,Partial possession,812,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01696,Rajasthan,Jaipur,Urban Development,93.77,82.14,180,41,2020-12-18,2021-08-02,2023-03-12,2026-12-19,2027-09-19,2029-11-03,282.28,12.03,Partially paid,94.7,5,Partial possession,2330,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01703,Maharashtra,Aurangabad,Irrigation,192.08,108.31,325,64,2023-08-09,2024-12-17,2025-02-24,2029-08-09,2030-01-09,2031-12-06,584.36,28.27,Pending,90.9,3,Pending,1914,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01704,Maharashtra,Thane,Urban Development,79.11,58.53,146,30,2025-07-25,2027-10-05,2028-10-17,2029-03-15,2030-10-17,2031-08-10,84.26,7.84,Partially paid,90.4,1,Partial possession,1704,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01712,Bihar,Gaya,Urban Development,2.71,2.28,5,1,2023-08-25,2024-03-29,2026-03-21,2026-08-23,2028-02-26,2030-01-27,10.58,0.59,Mostly paid,84.2,0,Partial possession,1417,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01713,Rajasthan,Ajmer,Urban Development,40.96,33.32,65,13,2019-01-01,2020-12-20,2021-10-08,2021-12-08,2022-08-18,2022-09-21,151.78,7.54,Mostly paid,99.1,6,Partial possession,520,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01715,Odisha,Sambalpur,Irrigation,5.87,5.04,12,2,2016-04-04,2016-07-11,2016-08-30,2021-10-30,2023-04-21,2023-12-17,18.92,0.53,Mostly paid,94.9,0,Partial possession,1795,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01716,Gujarat,Surat,Renewable Energy,31.67,29.14,62,11,2021-05-17,2022-08-28,2025-08-13,2027-05-29,2028-12-20,2031-01-16,131.58,5.98,Mostly paid,76.4,4,Substantially complete,2602,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01717,Uttar Pradesh,Varanasi,Irrigation,14.78,10.11,29,9,2017-04-19,2017-08-03,2020-03-19,2020-09-01,2021-10-12,2022-02-04,35.65,0.62,Partially paid,100.0,2,Partial possession,826,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01718,Rajasthan,Kota,Industrial Corridor,50.48,14.96,91,15,2024-09-01,2025-11-04,2025-12-03,2029-09-24,2029-10-17,2031-11-09,213.11,2.33,Pending,89.1,4,Pending,1604,72,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01723,Tamil Nadu,Chennai,Industrial Corridor,114.93,68.82,215,37,2023-10-18,2025-12-13,2026-06-22,2026-09-11,2027-02-24,2027-05-25,465.11,6.76,Pending,89.5,7,Pending,762,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01724,Maharashtra,Aurangabad,Irrigation,109.21,73.22,226,37,2020-03-03,2022-04-20,2024-06-29,2026-08-27,2027-10-25,2029-10-12,213.24,11.0,Pending,70.6,7,Partial possession,2849,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01731,Odisha,Puri,Renewable Energy,17.19,10.0,23,4,2023-10-31,2024-10-05,2028-01-07,2029-05-24,2030-07-10,2032-06-03,66.57,1.46,Partially paid,99.8,0,Pending,2357,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01734,Madhya Pradesh,Gwalior,Renewable Energy,34.11,32.22,66,10,2021-09-11,2023-06-27,2024-02-10,2025-02-23,2026-03-12,2027-07-02,75.81,3.61,Mostly paid,94.5,1,Substantially complete,1397,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01735,Maharashtra,Pune,Irrigation,31.27,29.17,59,10,2024-09-24,2025-11-03,2026-08-01,2027-05-04,2028-05-26,2028-06-15,68.94,1.47,Mostly paid,100.0,0,Substantially complete,493,43,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01738,Uttar Pradesh,Agra,Industrial Corridor,28.15,27.05,50,8,2016-05-01,2016-08-21,2017-08-10,2020-12-04,2021-04-07,2022-08-05,105.11,2.65,Mostly paid,100.0,0,Substantially complete,1747,46,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01739,Karnataka,Bengaluru Urban,Railway,18.65,13.64,27,1,2016-08-05,2018-04-03,2018-12-26,2022-11-10,2024-05-19,2026-05-17,82.24,2.94,Partially paid,80.7,1,Partial possession,2388,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01740,Karnataka,Mysuru,Urban Development,36.21,32.5,66,14,2018-12-12,2020-04-06,2021-03-14,2024-10-25,2025-02-23,2026-06-01,78.67,5.97,Partially paid,100.0,1,Partial possession,1552,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01742,Rajasthan,Ajmer,Renewable Energy,24.28,21.78,41,8,2019-03-28,2020-07-25,2022-09-25,2022-09-25,2023-01-12,2024-01-31,29.8,1.62,Mostly paid,100.0,0,Partial possession,754,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01743,Gujarat,Vadodara,Renewable Energy,2.53,1.57,4,2,2020-08-21,2021-05-13,2021-07-20,2027-01-10,2028-05-10,2029-04-29,5.37,0.47,Pending,100.0,0,Pending,2544,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01744,Gujarat,Surat,Urban Development,5.61,4.62,9,2,2018-03-05,2019-04-27,2020-03-25,2022-02-10,2022-05-14,2024-03-26,23.4,0.25,Mostly paid,100.0,0,Partial possession,1026,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01745,Uttar Pradesh,Prayagraj,Irrigation,4.83,3.94,6,0,2020-06-12,2021-08-08,2021-08-18,2022-02-26,2022-11-17,2023-09-05,21.4,0.2,Partially paid,100.0,0,Partial possession,659,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01747,Odisha,Puri,Irrigation,30.39,24.03,51,10,2016-10-18,2018-12-15,2020-03-09,2021-08-17,2021-10-27,2023-07-17,51.12,5.89,Partially paid,81.9,1,Partial possession,1811,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01751,Rajasthan,Jaipur,Industrial Corridor,49.82,27.93,85,24,2025-05-21,2025-11-14,2028-12-12,2030-03-27,2030-10-16,2031-01-05,133.82,9.6,Partially paid,100.0,6,Pending,943,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01756,Uttar Pradesh,Kanpur Nagar,National Highway,30.87,28.44,56,13,2025-04-09,2027-05-17,2028-11-18,2031-03-22,2031-04-11,2033-04-18,85.71,5.78,Mostly paid,88.7,1,Substantially complete,2396,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01757,Gujarat,Ahmedabad,Irrigation,23.17,13.27,47,4,2025-03-04,2027-04-03,2027-08-22,2028-05-28,2029-07-11,2030-05-07,100.58,2.24,Pending,100.0,2,Pending,1148,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01760,Uttar Pradesh,Gorakhpur,Railway,234.46,155.07,412,67,2024-03-04,2024-05-03,2025-09-27,2029-11-21,2031-01-20,2031-03-22,482.38,22.53,Partially paid,100.0,7,Partial possession,1856,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01761,Karnataka,Mysuru,Railway,12.51,11.17,18,2,2019-02-02,2020-11-18,2022-03-09,2024-11-03,2025-12-25,2026-09-02,10.55,0.46,Mostly paid,100.0,1,Partial possession,2069,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01764,Karnataka,Mangaluru,Renewable Energy,34.22,27.76,60,11,2020-07-22,2021-03-15,2023-04-28,2026-05-12,2027-01-10,2027-04-17,58.18,5.77,Partially paid,100.0,2,Partial possession,1360,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01765,Gujarat,Ahmedabad,Industrial Corridor,135.37,113.79,245,38,2020-01-23,2020-10-07,2021-01-17,2026-04-03,2027-09-04,2027-11-14,140.68,27.23,Pending,100.0,6,Partial possession,2084,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01767,Gujarat,Vadodara,Renewable Energy,29.53,9.79,55,7,2017-07-18,2018-07-24,2019-01-26,2021-01-13,2021-03-18,2022-04-21,37.41,1.87,Pending,94.7,3,Pending,839,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01770,Odisha,Cuttack,Urban Development,4.45,4.17,10,2,2019-04-12,2020-02-19,2020-03-08,2023-07-04,2024-06-25,2026-08-02,13.5,0.74,Partially paid,100.0,0,Substantially complete,1770,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01773,Madhya Pradesh,Bhopal,Urban Development,24.01,18.13,34,7,2019-03-19,2019-05-04,2021-06-12,2025-03-29,2025-10-01,2027-06-18,91.26,1.97,Partially paid,100.0,0,Partial possession,1879,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01774,Maharashtra,Thane,Railway,39.88,17.98,71,17,2022-04-15,2022-12-15,2023-12-12,2024-08-02,2025-12-18,2026-08-31,126.31,4.07,Pending,100.0,2,Pending,717,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01775,Maharashtra,Nashik,National Highway,21.63,17.44,51,7,2020-07-08,2021-09-05,2022-04-26,2023-06-04,2024-06-11,2025-10-03,51.73,4.33,Partially paid,99.9,0,Partial possession,825,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01778,Madhya Pradesh,Gwalior,Industrial Corridor,4.11,2.04,5,2,2016-01-28,2016-10-27,2017-07-26,2020-04-05,2021-09-30,2023-11-11,9.31,0.52,Pending,100.0,0,Pending,2182,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01781,West Bengal,Kolkata,Industrial Corridor,8.41,4.04,13,5,2023-07-13,2023-08-17,2024-02-15,2027-01-08,2028-03-07,2028-08-03,20.49,0.49,Pending,97.9,0,Pending,723,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01782,Rajasthan,Ajmer,National Highway,19.32,10.31,37,4,2023-05-28,2025-08-14,2026-03-21,2029-02-09,2030-03-21,2031-11-01,56.56,1.38,Partially paid,97.9,0,Pending,2075,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01783,Bihar,Gaya,Urban Development,4.47,4.19,4,2,2023-11-19,2024-03-14,2026-02-18,2027-07-25,2028-08-21,2030-02-27,11.72,0.37,Mostly paid,100.0,0,Substantially complete,1217,46,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01784,Gujarat,Rajkot,Urban Development,8.59,6.89,22,2,2016-09-18,2017-04-24,2018-07-16,2022-09-21,2023-05-20,2024-10-02,35.79,1.41,Partially paid,100.0,0,Partial possession,2287,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01790,Tamil Nadu,Coimbatore,Railway,28.38,23.47,64,13,2019-12-31,2021-10-08,2022-12-29,2025-12-20,2026-07-19,2027-09-11,100.01,4.77,Partially paid,100.0,3,Partial possession,2217,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01791,Madhya Pradesh,Jabalpur,Railway,19.35,14.08,42,12,2023-06-24,2024-03-27,2027-04-30,2028-06-27,2029-12-23,2031-07-30,55.74,3.78,Partially paid,100.0,2,Partial possession,2358,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01792,Gujarat,Vadodara,Railway,5.9,3.76,12,3,2020-07-20,2022-12-26,2023-02-18,2025-09-16,2026-05-09,2027-07-30,11.58,0.87,Partially paid,100.0,0,Pending,1677,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01793,Maharashtra,Pune,Irrigation,13.84,10.02,39,5,2023-12-31,2024-08-23,2026-02-23,2028-02-20,2028-08-28,2030-03-13,29.62,1.26,Partially paid,77.5,2,Partial possession,1170,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01794,Odisha,Puri,National Highway,72.93,44.01,147,24,2019-12-04,2020-07-25,2021-12-11,2025-05-18,2027-01-06,2028-11-07,276.86,14.93,Pending,95.3,5,Pending,2680,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01797,Maharashtra,Pune,Industrial Corridor,140.29,79.88,265,44,2023-07-30,2024-10-25,2026-06-24,2028-09-26,2029-11-08,2029-12-07,266.3,29.33,Pending,92.2,12,Pending,1820,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01799,West Bengal,Bardhaman,Industrial Corridor,171.12,114.98,310,53,2024-11-05,2027-02-11,2027-07-22,2028-01-02,2028-12-05,2029-03-10,619.88,20.97,Partially paid,100.0,5,Partial possession,923,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01800,Odisha,Sambalpur,Urban Development,233.81,217.83,406,72,2025-04-28,2026-11-27,2028-02-05,2028-02-16,2028-05-25,2029-10-31,1049.93,13.7,Mostly paid,100.0,13,Substantially complete,531,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01804,Madhya Pradesh,Bhopal,Irrigation,19.61,9.98,35,8,2021-02-10,2021-07-04,2024-05-12,2026-01-13,2027-03-01,2029-01-21,54.23,1.61,Pending,100.0,1,Pending,2343,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01807,Maharashtra,Aurangabad,Industrial Corridor,14.36,13.92,23,6,2024-09-26,2025-03-06,2025-11-12,2029-07-04,2030-09-16,2031-11-03,20.89,1.87,Mostly paid,91.5,1,Substantially complete,1434,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01809,West Bengal,Kolkata,National Highway,99.94,64.1,185,23,2016-08-13,2017-02-12,2017-09-09,2023-02-10,2023-04-21,2024-05-28,105.35,16.56,Partially paid,100.0,2,Pending,1879,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01812,Gujarat,Surat,Railway,22.71,18.89,39,5,2020-04-10,2021-05-10,2024-06-12,2024-08-21,2024-09-12,2025-08-26,31.95,3.07,Partially paid,97.7,0,Partial possession,984,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01813,Uttar Pradesh,Prayagraj,Railway,47.09,37.6,89,12,2024-02-08,2026-01-31,2026-03-21,2027-12-18,2028-05-04,2029-05-02,77.29,4.6,Partially paid,100.0,2,Partial possession,1174,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01816,Bihar,Bhagalpur,Irrigation,27.04,22.86,38,10,2020-04-28,2022-07-30,2023-01-31,2026-09-27,2027-10-31,2029-02-05,36.37,3.16,Partially paid,100.0,1,Partial possession,2260,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01817,Gujarat,Rajkot,Industrial Corridor,8.36,8.27,15,5,2020-06-07,2020-11-10,2022-01-14,2024-09-13,2024-12-16,2025-03-17,27.76,1.4,Mostly paid,96.4,1,Substantially complete,1038,46,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01818,Bihar,Bhagalpur,Railway,13.06,10.43,18,3,2021-08-04,2022-07-07,2024-09-24,2026-05-08,2027-03-16,2028-11-27,16.64,1.62,Partially paid,100.0,1,Partial possession,2023,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01820,Uttar Pradesh,Agra,Railway,34.12,28.73,77,11,2023-01-28,2023-06-24,2025-05-25,2025-07-30,2026-08-26,2028-03-30,143.38,5.28,Partially paid,100.0,1,Partial possession,1238,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01822,West Bengal,Kolkata,Industrial Corridor,16.44,13.23,22,4,2022-05-29,2023-02-13,2023-07-13,2027-08-28,2028-07-06,2029-10-25,71.92,2.49,Partially paid,100.0,0,Partial possession,2094,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01824,Tamil Nadu,Salem,Industrial Corridor,15.3,13.03,31,3,2020-09-24,2022-03-07,2022-11-04,2024-09-13,2024-10-09,2026-07-16,26.09,1.55,Mostly paid,100.0,1,Partial possession,1134,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01826,Maharashtra,Pune,Industrial Corridor,98.57,78.53,170,29,2016-07-20,2017-01-10,2017-12-15,2021-04-17,2022-10-06,2024-09-16,253.54,12.6,Mostly paid,78.0,2,Partial possession,2107,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01827,Uttar Pradesh,Kanpur Nagar,Railway,48.59,32.88,101,12,2021-03-04,2022-12-16,2025-02-16,2025-10-30,2025-12-06,2026-12-13,62.38,11.88,Pending,94.4,4,Partial possession,913,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01830,Odisha,Sambalpur,Renewable Energy,67.06,39.83,123,33,2024-12-17,2025-03-05,2025-05-18,2030-07-14,2031-02-22,2032-05-06,193.12,12.83,Partially paid,100.0,1,Pending,1574,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01833,Karnataka,Bengaluru Urban,Railway,38.35,37.35,59,12,2023-07-26,2025-05-21,2026-12-19,2028-01-24,2028-04-20,2029-08-24,59.56,1.77,Partially paid,100.0,2,Substantially complete,1366,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01836,Uttar Pradesh,Kanpur Nagar,Renewable Energy,21.45,11.97,42,6,2016-04-24,2017-04-02,2019-05-27,2020-05-22,2020-07-16,2021-10-09,65.15,1.97,Partially paid,100.0,1,Pending,862,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01841,Tamil Nadu,Coimbatore,Urban Development,63.37,29.13,131,25,2017-04-13,2018-05-25,2020-05-28,2021-11-03,2022-09-27,2022-12-22,134.5,3.36,Pending,100.0,3,Pending,1174,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01843,Maharashtra,Aurangabad,Irrigation,14.37,9.77,34,5,2020-04-24,2022-04-06,2023-09-13,2026-01-20,2027-03-04,2028-10-26,25.6,3.39,Partially paid,100.0,1,Partial possession,2581,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01844,Bihar,Muzaffarpur,Railway,5.72,3.76,14,2,2021-02-08,2022-09-08,2022-11-03,2024-07-15,2024-08-26,2025-11-09,15.63,0.4,Partially paid,90.4,0,Partial possession,536,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01845,Karnataka,Mangaluru,National Highway,21.65,15.88,28,5,2018-04-13,2020-02-13,2021-01-17,2021-04-22,2022-01-31,2022-02-20,37.79,1.14,Pending,100.0,0,Partial possession,492,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01848,Karnataka,Mysuru,Renewable Energy,55.17,30.91,87,19,2022-12-07,2025-04-30,2026-01-08,2026-03-18,2026-12-03,2027-07-27,149.55,2.12,Pending,84.8,2,Pending,732,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01850,Gujarat,Surat,Urban Development,13.07,8.61,22,3,2019-11-09,2021-01-07,2022-09-29,2023-09-19,2025-02-12,2026-10-13,17.17,1.48,Partially paid,98.9,2,Partial possession,1464,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01851,Karnataka,Bengaluru Urban,Renewable Energy,53.97,36.08,97,25,2025-07-13,2026-02-13,2027-08-22,2032-01-25,2033-04-01,2033-09-14,241.86,6.65,Pending,92.6,0,Partial possession,2239,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01855,Madhya Pradesh,Jabalpur,Irrigation,50.43,26.29,80,15,2023-07-11,2024-01-31,2026-12-03,2028-07-20,2030-03-08,2030-12-10,174.05,8.91,Partially paid,100.0,4,Pending,1977,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01857,Rajasthan,Jaipur,Industrial Corridor,31.21,18.13,42,7,2018-08-30,2019-10-04,2021-09-07,2022-05-05,2023-07-16,2025-02-19,74.91,1.1,Pending,78.4,0,Pending,1497,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01859,Maharashtra,Nagpur,National Highway,53.66,39.07,102,17,2025-09-25,2027-03-17,2027-10-14,2029-12-05,2030-06-10,2031-08-24,196.11,9.97,Partially paid,96.1,4,Partial possession,1492,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01860,Maharashtra,Nashik,Railway,19.09,13.73,47,8,2016-07-31,2017-03-21,2020-02-01,2022-05-04,2022-06-21,2024-03-19,53.56,1.17,Partially paid,100.0,0,Partial possession,2221,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01865,Odisha,Bhubaneswar,National Highway,19.59,13.95,39,6,2017-12-06,2018-02-06,2019-10-06,2021-01-24,2021-12-10,2022-01-01,61.24,2.68,Partially paid,100.0,0,Partial possession,936,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01866,Bihar,Gaya,Irrigation,86.32,53.27,170,31,2024-05-16,2024-09-04,2025-07-02,2028-06-11,2029-12-25,2030-08-27,202.51,6.71,Pending,93.5,1,Pending,1350,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01869,Gujarat,Surat,Railway,66.56,61.55,111,20,2020-08-11,2022-05-09,2023-04-02,2026-09-24,2028-02-14,2028-07-14,139.63,10.48,Mostly paid,76.4,2,Substantially complete,2255,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01871,Tamil Nadu,Chennai,Railway,27.05,13.65,42,9,2017-05-12,2017-11-27,2019-11-02,2022-04-29,2023-08-19,2024-04-08,98.35,4.67,Pending,96.8,1,Pending,1689,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01874,Rajasthan,Ajmer,Railway,45.59,19.8,77,12,2021-03-24,2021-04-29,2024-09-22,2026-02-25,2027-08-17,2028-05-27,143.76,6.9,Pending,100.0,1,Pending,2000,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01875,Karnataka,Mangaluru,National Highway,28.81,25.93,51,8,2016-05-05,2017-06-18,2019-04-05,2020-08-01,2021-11-01,2023-06-25,119.58,3.12,Partially paid,100.0,0,Substantially complete,1461,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01876,Uttar Pradesh,Prayagraj,Industrial Corridor,5.18,4.96,9,2,2025-05-23,2027-09-25,2029-02-04,2030-04-17,2031-01-07,2031-09-02,17.38,0.27,Mostly paid,100.0,0,Substantially complete,1334,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
